[00:12] Hello 大家好,我是小骏
[00:14] 今天这期节目我们来到了美国纽约
[358:41] 嗯
[358:42] 我觉得在创业公司还是蛮好的
[358:44] 我现在可以focus
[358:45] 一件事情
[358:46] 我可以想啊
[358:47] 我们到底应该组建什么样的团队
[358:49] 这个团队需要什么样的人
[358:51] 我们应该在接下来一个月三个月六个月一年
[358:55] 解决什么样的问题
[358:56] 嗯
[358:57] 这件事情
[358:58] 我可能想的不对
[358:59] 但没关系
[359:00] 啊
[359:01] 只要整个这个team
[359:04] 齐心协力
[359:05] 对吧
[359:06] 大家可以fail together
[359:08] pivot together
[359:09] 啊
[359:10] 那我觉得这个公司不会不会失败
[359:11] 嗯
[359:12] 对
[359:13] 我不能保证
[359:14] 我现在每一个设想都是对的
[359:17] 我觉得样可能也没法保证
[359:18] 嗯
[359:19] 啊
[359:20] 但我我还是相信人啊
[359:21] 像你说的
[359:22] 我还是相信把这些人啊
[359:25] 有理想有热情
[359:27] 然后想要想要闯闯出一番新的天地的人聚合到一起
[359:31] 一定能做出来一个一个了不起的事情
[359:34] 你是当场就答应他了吗
[359:36] 啊
[359:37] 没有没有没有
[359:38] 这个中间隔了很长很长的时间
[359:39] 也也不是样第一个找的我
[359:41] 反正后来呃样来负责这个团队
[359:44] 那他也要思考说每一个人到底应该有什么样的角色
[359:47] 嗯
[359:48] 对
[359:49] 我觉得后来我们一起在讨论一起在协商
[359:51] 而且啊
[359:52] 我觉得是一个蛮长期的一个过程吧
[359:54] 然后我觉得大家最后都找到了合适自己的位置
[359:57] 你纠结了多久啊
[359:58] 就是从他第一次告诉你
[360:00] 啊
[360:01] 就接了可能一个星期吧
[360:02] 哦
[360:03] 在纠结什么
[360:04] 啊
[360:05] 就是说到底应不应该去去创业去做这件事啊
[360:09] 到底应不应该跟样做这件事啊
[360:10] 嗯
[360:12] 啊
[360:13] 然后或者说是不是去去寻求一些新的机会
[360:15] 嗯
[360:16] 对吧
[360:17] 然后后来
[360:18] 但我没有纠结很久
[360:19] 但我觉得
[360:20] 我觉得
[360:21] 我给你一样用他的魔力
[360:22] 对
[360:23] 我跟大家说
[360:24] 其实跟样说话有点像
[360:25] 他有点像给你
[360:27] 就就就是casting spells
[360:29] 就是就哈利波特一样给你施一些咒语
[360:32] 嗯
[360:33] 说一说一些话
[360:34] 然后你就你就你就你就不会想其他的了
[360:37] 嗯
[360:38] 他对你施了什么咒语啊
[360:39] 嗯
[360:40] 没有啊
[360:41] 他只是讲了他的愿景
[360:42] 然后他只是讲了
[360:43] 为什么这是一个更好的选择
[360:45] 对于我是一个更好的选择
[360:46] 对这个公司也是一个更好的选择
[360:48] 为什么在这里
[360:49] 我可以有足够多的agency跟autonomy
[360:52] 就是所谓的
[360:53] 自主决断的这种能力吧
[360:55] 然后去
[360:56] 打造一个team
[360:57] 然后去帮我们去设计这一套一整套的这种执行的这种row map
[361:02] 嗯
[361:03] 啊
[361:04] 我也我也非常非常grateful
[361:05] 非常感感激一样能够给我这样的信任
[361:08] 对
[361:09] 我们公司有好几个其他的可放点
[361:11] 大家大家人都非常非常好
[361:12] 对一共有六个可放的人
[361:14] 哦
[361:15] 这么多
[361:16] 嗯
[361:17] 是的是的是的
[361:18] 还有一个ceo还有什么
[361:19] 有一个ceo对
[361:20] 还有一个ceo
[361:21] 有一个ceo对
[361:22] 然后还有还有一个呃vp vp of word model
[361:25] 然后还有一个呃现在暂时的他就叫做crio
[361:29] 对啊
[361:30] 他也是一个中国人
[361:31] by the way
[361:32] 他叫他是pascal
[361:33] pascal feng
[361:34] 啊
[361:35] 这是什么职位
[361:36] 嗯
[361:37] 呃
[361:38] 对于research
[361:39] 纯粹research跟product中间的这种alignment层的这样一个角色
[361:43] 哦
[361:44] 是负责我们的innovation的
[361:45] 对
[361:46] 他也之前有很多的创业的经历
[361:47] 嗯
[361:48] 对
[361:49] 然后我们的vp of word model就是japa team当初的这个
[361:52] 啊
[361:53] 呃
[361:54] 这个这个这个这个director mike
[361:56] 啊
[361:57] 然后ceo是当初meta的
[361:59] 呃
[362:00] 整个南欧区的vp
[362:01] 嗯
[362:02] 对
[362:03] 大概是这样一个组合
[362:04] 所以完全不是一个纯research背景的组合
[362:06] 嗯
[362:08] 你们会去探索2c的产品吗
[362:10] 呃
[362:11] 会的
[362:12] 而且最后的目的一定还是会有一个2c的产品
[362:14] 嗯
[362:15] 但我们希望
[362:16] 呃
[362:17] 我们不会受到任何的压力
[362:18] 因为我们还是希望先要把这个word model
[362:22] 不管你怎么定义它
[362:23] 先要做出来
[362:24] 你们现在这个road map能规划到几年
[362:26] 呃
[362:27] 几年当然都很不现实了
[362:29] 对吧
[362:30] 我觉得如果能规划到一年已经很不错了
[362:32] 对
[362:33] 然后我觉得我们不需要更长期的规划
[362:35] 嗯
[362:36] 维大不能被计划吗
[362:37] 呃
[362:38] 对啊
[362:39] 就是我
[362:40] 不是
[362:41] 就跟做research一样
[362:42] 我觉得
[362:43] 你要有一个探索的过程
[362:44] 开始先探索
[362:45] 先动手做事情
[362:46] 嗯
[362:47] 然后逐渐的找到属于你的idea
[362:48] 哦
[362:49] 我觉得这件事情对于startup也是成立的
[362:52] 你觉得现在你们的idea进展到哪一步了
[362:54] 呃
[362:55] 我觉得进展到了
[362:56] 我觉得我们现在有事情可以做
[362:58] 并且我们还觉得会有一些
[363:00] 呃
[363:01] 很快会有一些很promising的结果的这样一个地步
[363:04] 嗯
[363:05] 这个事情
[363:06] 啊
[363:07] 具体是什么
[363:08] 我们可以过几个月之后可以再聊
[363:10] 但是
[363:11] 嗯
[363:12] 对话又说回来就是这件事情其实
[363:14] 外面的人对这个公司对于样还有一个错误的认知
[363:17] 就大家其实不知道什么是japa
[363:19] 嗯
[363:20] 对
[363:21] 然后然后其实我个人也经历了好几个阶段
[363:23] 我从我从质疑japa
[363:25] 到理解japa
[363:26] 再到成为japa
[363:27] 这样人生的三个stage
[363:29] 嗯
[363:30] 啊
[363:31] 然后然后这件事情
[363:32] 我觉得也蛮好玩的
[363:33] 因为一开始质疑japa是因为我们刚开始
[363:35] 做subspace learning
[363:36] 做moco
[363:37] 做mae
[363:38] 然后我觉得哎japa好像是yet another
[363:40] subspace learning algorithm
[363:41] that's it
[363:42] 然后
[363:43] 后来慢慢理解japa
[363:46] 是因为
[363:47] 觉得japa其实
[363:49] 啊
[363:50] 比我们想象的走的要更深
[363:52] 它里面会有很多背后的逻辑
[363:54] 有很多的数学的原理
[363:56] 并且我们也需要有人
[363:58] 在这条路线上继续坚守下去
[364:00] 因为我们当初发现东西skill up不起来
[364:02] 然后就不做
[364:03] 嗯
[364:04] 然后但后来japa比如说
[364:05] 包括我举个简单例子
[364:06] 比如最近有一篇paper
[364:07] 叫了japa
[364:08] 然后他们就以一个非常严格的证明
[364:11] 说哎
[364:12] 如果你要有一个很好的representation
[364:14] 如果你要要想要让这个representation
[364:17] 呃
[364:18] agnostic
[364:19] to你的 downstream task
[364:20] 那它一定是一个as a topic
[364:22] gaussian distribution
[364:23] 啊
[364:24] 这有点technical
[364:25] 它本质上就是说
[364:26] 它是对这种表征了某种性质的一个课话
[364:28] 嗯
[364:29] 然后我发现哎
[364:30] 这件事情其实还是有它的道理
[364:32] 然后真正成为japa
[364:33] 是因为我觉得japa不是一个模型
[364:37] japa不是一个具体的算法
[364:39] 嗯
[364:40] japa是一个整整个一套的cognitive architecture
[364:43] 就是一套认知体系啊
[364:45] 这件事情是一样
[364:47] 在他的2022年的paper里面写到的事情
[364:50] 所以这个认知体系
[364:52] 在我看来
[364:53] 是通往一个智能
[364:55] universal的智能体的一个
[364:57] 在我现在看起来
[364:58] 一个很合理的道路
[365:00] 对吧
[365:01] 所以
[365:02] 他需要japa
[365:03] japa不是只是substance learning
[365:05] 他需要有这种world understanding的能力
[365:09] 他需要就是理解世界的能力
[365:12] 然后他需要能够有做prediction的能力
[365:15] 然后他他需要有能做planning的能力
[365:17] 嗯
[365:18] 对吧
[365:19] 预测跟计划
[365:20] 对
[365:21] 我觉得我觉得
[365:22] 这件事情让我对japa有了新的认知
[365:25] 然后我发现japa其实不是一个具体的
[365:28] 像像大家外面说的一样
[365:29] 好像说哎
[365:30] 样有这样一个方法
[365:31] 然后他一定要基于这样的方法
[365:33] 然后把它做成一个什么样的事情
[365:35] 不是这样的
[365:36] japa是一个非常非常
[365:38] 广阔的海洋
[365:39] 在这个海洋里面可以
[365:41] 有好多好多的船在上面
[365:43] 在上面
[365:44] 在上面开
[365:45] 啊
[365:46] 然后
[365:47] 最后这个整个一套系统
[365:49] 会有很多的写作
[365:51] 并且lm
[365:52] 也是其中的一部分
[365:53] 嗯
[365:54] 对
[365:55] 所以这件事情让我觉得
[365:56] 嗯
[365:57] 这个公司
[365:58] 可以做
[365:59] 并且有很大的机会可以做
[366:01] 成功
[366:02] 原因
[366:03] 他不是把事情做小了
[366:05] 现在很多lm的setting下面
[366:06] 大家是把事情往小里做
[366:08] 但样的公司是刻意的把事情做大
[366:12] 嗯
[366:13] 他有足够的空间
[366:14] 让我们去做探索
[366:15] 让我们去做skill up
[366:17] 然后直到最后我们可以有一个
[366:19] 某种新的breakthrough
[366:20] 这件事情到底什么时候来
[366:22] 会不会发生
[366:23] 我们没办法判断
[366:25] 但我觉得这是一条
[366:26] 我愿意投入我的
[366:28] 我的生命去啊
[366:30] 去走的路
[366:31] 创业以后感觉怎么样
[366:33] 真实的感受
[366:34] 有变忙
[366:35] 变累
[366:36] 有变忙
[366:37] 变累
[366:38] 当然是有了
[366:39] 嗯
[366:40] 我觉得会有很多ups and downs
[366:41] 就是会有会有很多
[366:42] 繁琐的事情
[366:43] 但是也会因为整看着这个公司
[366:44] 一点点成长起来
[366:45] 看着一些
[366:46] 嗯
[366:47] 因为我们有四个office
[366:48] 有这么多的这个legal problem
[366:49] whatever
[366:50] 对吧
[366:51] 这么多的这种internal friction
[366:52] 面
[366:53] 慢慢
[366:54] 就是这种international friction
[366:55] 慢慢
[366:56] 就是这种international friction
[366:57] 就是这种international friction
[366:58] 慢慢
[366:59] 就是这种
[367:00] 本来的这种内部的摩擦
[367:02] 慢慢变得润滑
[367:04] 对吧
[367:05] 这个过程其实也是蛮开心的
[367:08] 然后在这个过程中
[367:09] 我们也得到了很多很多人的帮助
[367:11] 所以
[367:12] 嗯
[367:13] 暂时看下来
[367:14] 我觉得我做了一个正确的选择
[367:16] 嗯
[367:17] 跟你预期也许还是会有一点不一样的
[367:19] 可能更润滑
[367:21] 嗯
[367:22] 对
[367:23] 我觉得
[367:24] 跳下来那一刻就是恐惧消失了
[367:26] 嗯
[367:27] 对
[367:28] 因为我自己的勇气
[367:29] 一切都好说
[367:30] 嗯
[367:31] 然后我觉得在这个公司里面
[367:32] 啊
[367:33] 对
[367:34] 我是能找到这样的勇气的
[367:35] 嗯
[367:36] 你刚才说
[367:38] AGI是个伪命题
[367:39] 你这个能展开一下吗
[367:40] 哦
[367:41] AGI是伪命题
[367:42] 这这件事情也是样经常说的
[367:43] 他之间不是跟Demis有一个辩论吗
[367:44] 对吧
[367:45] 他就说到底
[367:46] 什么是general intelligence
[367:47] general intelligence到底存不存在
[367:48] 啊
[367:49] 这件事情我可能
[367:50] 也就不赘述
[367:51] 但其实他的这个逻辑
[367:52] 也很舒服
[367:53] 对吧
[367:54] 他就说
[367:55] 到底
[367:56] 什么是general intelligence
[367:57] general intelligence到底存不存在
[367:58] 所以也很数学
[367:59] 也很也很也很也很也很一样
[368:02] 对
[368:03] 他说的事情就是基本上
[368:04] 说的事情就是说
[368:05] 啊
[368:06] 这个人比如说有200万个这种视觉的神经纤维
[368:10] 嗯
[368:11] 这件事情可以去model的所有的可能的这种视觉的函数
[368:15] 其实是非常非常大的
[368:17] 啊
[368:18] 他是二的二的200次方
[368:21] 这么多的这种函数
[368:22] 但人能够真正去process
[368:24] 能够看到的东西
[368:25] 其实基本上啊趋近于理论
[368:28] 对吧
[368:29] 就是我们受到我们的意识的限制
[368:31] 我们受到我们自己的神经的这种这种班位的限制
[368:35] 我们看不到这实际上发生了一切的事情
[368:38] 嗯啊
[368:39] 所以人的智能
[368:41] 是一个非常specialized的智能
[368:44] 对吧
[368:45] 他只能人只能认知到自己能看到的东西
[368:48] 嗯啊
[368:49] 然后然后来我又补充了一个推特
[368:50] 就是说我看了一本书叫做
[368:52] are we smart enough to know how smart animals are
[368:55] 就是我们到底是不是够聪明
[368:57] 让我们知道动物有多聪明
[368:59] 嗯啊
[369:00] 然后我是觉得看了这本书之后
[369:02] 我会放弃更多这种人类的style
[369:05] 我觉得
[369:06] 我觉得这种智能演进是一个连续的过程
[369:09] 它不是一个说哎
[369:11] 人啊
[369:12] 就真的是独一无二
[369:14] 对吧
[369:15] 很多时候我们说啊
[369:16] 人人很有智慧是因为人会使用工具
[369:19] 但动物一样会使用工具
[369:21] 然后有些人说啊
[369:24] 人其实有这种某种
[369:26] 某种啊
[369:27] 某种对自我的认知跟意识啊
[369:30] 一个一个实验是说人能够看镜子
[369:33] 然后能意识到这个镜子里面的人是自己
[369:36] 而不是另外一个实体
[369:38] 狗狗是不是也可以啊
[369:39] 对很多动物都可以
[369:41] 哦
[369:42] 因为有一些动物不行
[369:43] 狗狗还蛮喜欢在镜子里看自己的
[369:45] 哦
[369:46] 对反正有很多动物动物动物动物确实不行
[369:49] 但有很多动物可以
[369:50] 嗯
[369:51] 然后然后也有很多很有趣的事情
[369:53] 比如说像黑猩猩的吧
[369:55] 然后这个作者啊
[369:57] 这个这个这个德瓦尔他还写过另外一本书叫
[370:00] 黑猩猩的政治吧
[370:01] 叫做
[370:02] 然后就讲这个有四只黑猩猩怎么样去做这种权力的博弈啊
[370:07] 就很像这种纸牌屋或者怎么样
[370:09] 这种有很多斗争
[370:10] 然后你怎么样拉帮解伙
[370:12] 然后有一些权谋
[370:13] 然后上位啊
[370:15] 然后然后然后等等一些故事吧啊
[370:18] 我觉得这件事情也很也很有趣
[370:20] 然后还有一个我觉得我印象比较深的事情是说
[370:23] 嗯
[370:24] 比如说他们其实这些动物
[370:26] 包括包括黑猩猩也有某种sir
[370:28] 就他也能有自己的窝里的猫
[370:30] 变他们窝里的猫还挺强的
[370:32] 比如有一个例子是说啊
[370:33] 这个实验人员在一个房间里面
[370:35] 然后他有两个box
[370:37] 然后这个box里面
[370:39] 比如一个放了香蕉
[370:41] 一个放了苹果
[370:42] 然后我们把这个给黑猩猩看一眼
[370:44] 然后把盒子扣上
[370:45] 对吧
[370:46] 然后呃
[370:47] 然后这个实验人员就把黑猩猩拉出去了
[370:49] 然后过了很长很长时间
[370:50] 再把它带回到这个任务里面啊
[370:52] 然后这时候
[370:54] 黑猩猩看到第一件事情
[370:56] 是一个实验人员在吃香蕉
[371:01] 啊
[371:02] 然后黑猩猩直接静止
[371:04] 就去打开那个装有苹果的盒子把苹果吃了
[371:07] 看都不看这个香蕉一眼
[371:09] 啊
[371:10] 所以所以黑猩猩也有某种
[371:12] 这种这种推理的能力
[371:14] 对吧
[371:15] 然后虽然确实语言是独一无二的
[371:17] 语言是只有
[371:19] 只有人类有啊
[371:20] 但不代表其他动物不会交流
[371:23] 如果我们说
[371:24] 他们有他们的语言
[371:25] 他们有他们的语言
[371:26] 包括你像鲸鱼也有也有自己语言
[371:28] 啊
[371:29] 反正这件事情还是蛮有趣的
[371:31] 我很推荐那本书
[371:32] 然后然后包括还有我看到那个叫叫什么某一种鸟啊
[371:35] 我忘了叫什么了
[371:36] 然后他就说他们很会
[371:38] 就如果
[371:39] 他在买一个食物
[371:40] 他把一个食物要买到地底下
[371:42] 啊
[371:43] 如果他发现有他的同伴看到了这件事情
[371:46] 他会先买在底下
[371:48] 等到这个同伴走了之后
[371:50] 把它挖出来
[371:51] 换一个地方重新买下去
[371:53] 对
[371:54] 所以所以我觉得还蛮有意思的
[371:56] 然后当然我们也知道对吧
[371:57] 那狗的嗅觉很灵敏
[371:58] 然后蝙蝠会基于听觉
[372:01] 我觉得智能的界限是很很广泛的
[372:05] 好
[372:06] 大家现在说jack intelligence
[372:08] 对
[372:09] 那你们的world model会先朝着哪一种生物的智能去做呀
[372:14] 目标当然是人类的智能
[372:15] 人类智能肯定还是对
[372:17] 还是还是在至少在一个底盘身上肯定还是最强的
[372:20] 或者说他也是能够最能benefit
[372:22] 这个世界的
[372:24] 嗯
[372:25] 所以我们还是希望
[372:26] build一个world model
[372:27] 通向human like intelligence
[372:29] 嗯
[372:30] 但我只是想放弃人类的这样的自大
[372:32] 然后这件事情其实我最近很受启发
[372:35] 是因为看了这个rich sudden的一个
[372:37] 他在这个
[372:38] 啊
[372:39] 这个podcast上面的一个一个一个一个理论
[372:41] 因为其实我之前我也不知道我该怎么address这件事情
[372:44] 啊
[372:45] 因为大家说哎
[372:46] LM不是很厉害吗
[372:47] LM现在可以写code
[372:49] 可以拿到IMO IOI的金牌
[372:51] 可以帮我们去月球去火星
[372:54] 这件事情太伟大了
[372:56] 然后
[372:57] 我觉得我没法否认这件事情
[372:59] 这件事情确实很厉害
[373:00] 对吧
[373:01] 然后但rich sudden这个
[373:03] 他的他的回答我觉得就很好
[373:05] 他回答是说
[373:06] 你觉得这件事情很伟大很厉害吗
[373:08] 很难吗
[373:09] 那你就这么觉得吧
[373:10] 因为我不这么觉得
[373:12] 我觉得能够打造出来一只松鼠的智能
[373:16] 这件事情才是难的问题
[373:18] 一旦你有了一只松鼠的智能
[373:21] 一旦你能够去build一个松鼠的智能
[373:23] 能够让他在这个真实的世界活下去
[373:26] 他有自己的goal
[373:27] 他有自己的目标
[373:28] 他有自己的像你说的这种intrinsic reward
[373:31] 他知道饥饿
[373:32] 他有自己的emotion
[373:34] 然后他能够有一定的社群的活动
[373:37] 后面的写code写code上火星上月球
[373:41] 这件事情都是再容易不过的事情
[373:44] 好
[373:45] 我现在慢慢觉得我非常认同这个观点
[373:47] 对
[373:48] 如果抛下人类的自大
[373:49] 我觉得
[373:50] 打造松鼠的智能其实是一个更难的问题
[373:53] 但对人来说不是这样
[373:55] 对我们的认知来看好像不是这样
[373:59] 但这件事情完全是因为人类的自大
[374:01] 你们也要做人类的智能
[374:04] 是啊
[374:05] 但就是说人类的智能有很多很多点
[374:08] 人类的智能不只是语言模型
[374:11] 人类的智能有很多智能不能通过语言模型
[374:15] 或者语言本身所决定
[374:18] 对
[374:19] 我觉得这是一个
[374:20] 一个核心的观点
[374:22] 你的智能定义是什么样的
[374:24] 所以说刚刚说Rich Sutton讲这件事情
[374:28] 他觉得松鼠的智能才是真正的智能
[374:31] 我觉得它的定位有点不同
[374:34] 它定位不是站在人类的视角
[374:36] 以人类中心的视角看待这件事情
[374:39] 它是站在宇宙跟造物主的视角看待这件事情
[374:42] 在这个角度
[374:44] 当然能够重新去造出一只松鼠
[374:47] 这件事情要比你的人类文明
[374:49] 在这530个million years最后的8秒创造的东西要伟大得多
[374:57] 在这个意义上我觉得又升华了
[374:59] 我觉得上价值有道理
[375:01] 但怎么样定义智能这件事情
[375:03] 我觉得我不会想要去给它一个定义
[375:06] 我觉得就是不同的动物有不同的智能
[375:09] 然后人也有human level的intelligence
[375:12] 然后我希望鼓励大家的事情是说
[375:15] 不要只关注那些我们每一个个体做不到的事情
[375:18] 关注一下我们现在做得很好的事情
[375:21] 关注一下一个4岁小孩或者说几岁小孩
[375:25] 就能做得很好的事情
[375:27] 这些事情其实是我们接下来世界模型需要着重于解决的问题
[375:33] 所以这件事情也是为什么robotics是一个最后非常合适的出口
[375:38] 因为在你谈论什么AGI super intelligence之前
[375:43] 能不能先有一个足够reliable
[375:46] 足够channel的robot
[375:48] 能够在我们家庭的环境里面帮我去解决一些家务
[375:52] 因为一个几岁的孩子其实能做很多很多的家务
[375:56] 这个有一个列表你可以去网上搜一搜
[375:59] 一个12岁的孩子基本上可以做所有的家务
[376:03] 但现在到底有没有一个机器人
[376:07] 能够像一个12岁的孩童一样去承担这些家务
[376:11] 当然没有
[376:12] DeepMind谭杰他也说机器人发展是极不平均的
[376:17] 极不平衡的
[376:18] 他跟一个小孩的成长的轨迹是不一样的
[376:22] 比如说现在机器人的四肢的发达能力已经比他强了
[376:27] 已经比人强了
[376:29] 但是很多其他能力都还不如一个小孩
[376:32] 因为大脑没有人做大脑这件事
[376:34] 没有人构建机器人大脑
[376:36] 所有的机器人创业公司
[376:38] 包括在大厂的机器人公司都没有去解决这件事情
[376:42] DeepMind不算吗
[376:44] DeepMind现在完全也是际遇沾满
[376:46] 所以他也是在VLA的框架前去做
[376:49] 所有东西收敛到GemLine
[376:52] 但这件事情需要一个预训练的下半场
[376:57] 按姚顺宇的这种经典说法
[377:00] 我觉得需要下半场
[377:02] 但我觉得这是一个预训练的下半场
[377:05] Jim Fan其实最近也发表同样的观点
[377:07] 这个预训练就是World Model预训练
[377:10] 这件事由谁来做
[377:12] 这件事情对我来说是不清晰的
[377:14] 如果我知道有另外一个地方
[377:16] 可以做这件事的话
[377:17] 我可能真的还可以考虑一下
[377:19] 我也不一定非要在现在这个Startup自己做这个事
[377:22] Robotic Startup没有任何的精力去做这件事
[377:27] 他们需要把自己的资源投入到所谓的硬件Skilling Law
[377:33] 你需要买更多的机器人去Deploy这些机器人
[377:37] 或者在Simulator里面去做这些Imitation Learning的方式
[377:42] 能够让你有一个足够好的
[377:44] 在短期内解决一些这种具体问题创造价值的机器人的团队
[377:51] 派呢
[377:52] 派VLA
[377:54] 派也是一样
[377:55] 派我觉得已经是一个非常非常Researchy
[377:57] 然后做的已经非常非常不错
[377:59] 而且有启发性的一个公司了
[378:01] 但Again他们不会做预训练
[378:04] 他们不会做Pre-training
[378:06] 他们会拿Language Model作为他们的Foundation
[378:11] 你们的预训练下半场怎么理解呢
[378:14] 就是他输入什么输出什么
[378:16] 不知道至少第一步就是长期来看就是输入的是所有的
[378:20] 像我刚刚说的连续空间高维度的可能有噪声的信号
[378:24] 对吧
[378:25] 那一开始可能可以还是Video
[378:27] 但我们也可能会有一些多模态的Encoder去Handle不同的
[378:31] 这种除了视觉之外的信号
[378:33] 然后输出的东西这是Research的问题
[378:37] 这是Self Surprise的问题
[378:40] 我不一定不知道
[378:43] 但是
[378:44] 对
[378:45] 可能之后会更清楚
[378:47] 嗯
[378:48] 然后但是这件事情我觉得肯定没有那么容易了
[378:53] 但我觉得这也是Exciting的地方
[378:55] 嗯
[378:56] 我还觉得挺有意思的
[378:59] 因为我们第一次见面你就说
[379:01] You are not the chosen one
[379:03] You are just the normal one
[379:04] 你为什么这么喜欢说这句话
[379:07] 没有你看我这个一路我们也讨论了我这些对吧
[379:10] 这个成长历史
[379:11] 我其实没有预料到我们会聊这些
[379:14] 但是
[379:15] 对我觉得肯定不是那种天选之子
[379:19] 然后这句话其实也是我喜欢的一个球队的吧
[379:23] 就是利物浦
[379:24] 然后我是一个Club已经20多年了
[379:27] 然后然后我觉得也有点气质相投
[379:31] 然后我最喜欢的一个教练是这个Club
[379:34] Jurgen Klopp
[379:36] 然后他其实是有点半开玩笑的跟大家说
[379:39] 就当初另外一个教练穆里尼奥
[379:41] 然后说I am the special one
[379:43] 我是特殊的一个
[379:44] 然后然后Club说
[379:46] I am not the special one
[379:48] I am the normal one
[379:49] 对
[379:50] 然后
[379:51] 我觉得这件事情
[379:52] 嗯
[379:53] 一方面他自己又非常朋克
[379:55] 他又是那种摇滚气质
[379:56] 然后然后然后然后
[379:58] 然后他又又又经常跟大家说
[380:01] 他觉得他在团队定位
[380:03] 就是一个电池的作用
[380:05] 他希望能够通过自己的passion
[380:07] 自己的能量
[380:08] 去you know
[380:10] 让其他的人
[380:11] 给其他人的发电
[380:13] empower其他人
[380:15] 对
[380:16] 我也想成为这样的人
[380:17] 我也想成为一个团队
[380:19] 不管这个团队是在在在学校还是在创业公司的一块电池
[380:24] 我觉得这件事情其实不容易
[380:26] 因为有时候
[380:28] 每个人都会有沮丧的时间
[380:30] 我也想
[380:33] 这个这个多吐吐槽
[380:35] 然后抒发一下情绪
[380:37] 但我现在慢慢觉得
[380:38] 在学校比如在在学生面前
[380:41] 然后在创业公司的团队里面
[380:43] 在学生面前
[380:45] 需要能够有人
[380:46] 有这种电池的作用
[380:48] 或者说我觉得样是一个巨大的电池
[380:51] 他赶着我
[380:52] 但我希望把这个电力通过也输送下去
[380:57] 你最近一次感到
[381:00] 沮丧是为什么呀
[381:02] 我天天都感到沮丧
[381:04] 我觉得这个已经变成了一个
[381:06] 这也是research的一个宿命吧
[381:08] 我觉得大家这个对底色都挺悲凉的
[381:12] 其实research的求索的过程
[381:14] 就是在一个
[381:16] 暗无天日的
[381:18] 这样一个一个地方去摸索的过程
[381:22] 你看不见光亮的时候
[381:23] 你总是会感到感到迷茫跟沮丧
[381:26] 然后大家真正感受到
[381:29] 这种快乐的时候
[381:30] 无非就是你真正把东西做出来的时候
[381:33] 但这一部分的时光又是非常非常短暂的
[381:36] 可能也许只有5%10%
[381:39] 凯明好像有说过类似的话
[381:42] 所以长此以往
[381:44] 大家心理状态也很甘忧
[381:49] 但我觉得还好
[381:50] 我觉得现在这个时代
[381:53] 我觉得还是跟原来不那么一样了
[381:56] 我觉得现在会有更多的讨论
[381:59] 我觉得这也是AI这一波带来的好处
[382:02] 至少大家不会觉得自己是在一个
[382:05] 幽闭的空间里面独自的探索
[382:08] 至少大家可以刷刷小红书
[382:11] 刷刷微博
[382:12] 知乎看看大家是怎么讨论这件事的
[382:15] 我觉得这件事情有时候还是挺解压的
[382:17] 但有时候也挺增加压力的
[382:19] 被人骂的时候你就不这么想
[382:22] 你们公司有创业者人格的人吗
[382:26] 因为创业者人格一般还蛮乐观的
[382:29] 我觉得样本身就很很乐观
[382:31] 非常非常乐观
[382:32] 他为什么不是researcher
[382:33] 这种悲凉的体色
[382:36] 我不知道因为他经历过悲凉
[382:39] 然后成功了吧
[382:40] 哦
[382:41] 他经历过AI的寒冬
[382:43] 然后告诉所有人他是对的
[382:46] 你们是错的
[382:47] 如果我经历一下这件事情
[382:49] 我可能也没那么悲凉
[382:51] 他还是蛮乐观的
[382:52] 我觉得这件事情或者说他过去的这些经历
[382:55] 也让他更有信心
[382:57] 然后他经常说的一句话是
[382:59] 这件事情跟过去deep learning
[383:01] neural network发生的事情一模一样
[383:03] 哪件事情
[383:04] 就是现在word model
[383:06] 或者你不管怎么叫它
[383:08] 现在系统
[383:09] 现在智能系统搭建
[383:11] 他说总有一小群人
[383:14] 大家能够清晰的看见
[383:16] 这个世界发展的脉络
[383:19] 这个科技的进程
[383:21] 但是他们只是一小撮人
[383:24] 大部分人看不见
[383:26] 对
[383:27] 因为大部分人都在忙着做其他的事情
[383:29] 那可能deep learning之前
[383:31] 那可能就是做一些whatever
[383:34] 其他东西
[383:35] 那现在对吧
[383:37] 你这个东西就是你可以不说了
[383:39] 想一想
[383:40] 对然后我觉得他其实还是蛮乐观的
[383:44] 或者说他有足够的confidence
[383:47] 然后说我能看到的事情是重要的事情
[383:52] 我能看到的这条路线是一个清晰的路线
[383:56] 然后在这件事情上我还蛮相信他的
[383:59] 你有怀疑过他吗
[384:01] 我说了嘛
[384:02] 我质疑扎帕
[384:03] 我理解扎帕成为扎帕
[384:04] 所以当然有个怀疑
[384:06] 但我觉得对人的信任
[384:08] 和对一条research主线的信任
[384:11] 这件事情是需要时间的
[384:13] 我前两天还在跟学生说
[384:15] Young每次出去给talk
[384:17] 会给一模一样的一个talk
[384:19] 就是他的那个size也是
[384:21] 说实话挺难看的对吧
[384:23] 然后但是又有他个人化的风格
[384:27] 就是风格跟design这件事情也很有意思
[384:30] 有些东西本来很丑
[384:32] 但你用的多了
[384:33] 等到时间发生了变化
[384:35] 他又变成了新的时尚
[384:36] 但但他每次出现的东西
[384:38] 每次给这样一个同样的talk
[384:40] 但我最近体会就特别的为深
[384:42] 我就说
[384:43] 我这个talk已经翻来覆去看了
